https,is_email_in_url,is_server_client_in_domain,is_shortened_url,is_spf_domain,is_tld_in_query_params,length_url,qty_and_path,qty_and_query,qty_and_url,qty_asterisk_query,qty_asterisk_url,qty_at_path,qty_at_query,qty_at_url,qty_comma_path,qty_comma_query,qty_comma_url,qty_dollar_path,qty_dollar_query,qty_dollar_url,qty_dot_domain,qty_dot_path,qty_dot_query,qty_dot_url,qty_equal_path,qty_equal_query,qty_equal_url,qty_hashtag_url,qty_hyphen_domain,qty_hyphen_path,qty_hyphen_query,qty_hyphen_url,qty_ip_resolved,qty_mx_servers,qty_nameservers,qty_params,qty_percent_path,qty_percent_query,qty_percent_url,qty_plus_query,qty_plus_url,qty_questionmark_query,qty_questionmark_url,qty_slash_path,qty_slash_query,qty_slash_url,qty_space_path,qty_space_query,qty_space_url,qty_tilde_path,qty_tilde_query,qty_tilde_url,qty_tld,qty_underline_path,qty_underline_query,qty_underline_url,qty_vowels_domain,redirect_count,time_domain_activation,time_domain_expiration,ttl_hostname,url
1,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,4,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,0,853545600.0,1770015599.0,2252,https://www.straightline.com/my-retirement-account-at-work/
0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,2,660355200.0,1785456000.0,4502,http://www.css.edu/academics.html
1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,1,1003348030.0,1760748430.0,752,https://www.nistx.com/
1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,1030012378.0,1755876779.0,0,https://mtsunews.com/retirees-honored-2021/
1,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,1124064000.0,0.0,377,https://www.w2solution.co.jp/
1,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,818467200.0,1765170000.0,4502,https://www.cocentral.com/services/managed-services/
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,1,0,1,4,0,1151328955.0,1751467638.0,4502,https://www.ensiie.fr/fise/formation_partenariat/
1,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,3,1008028800.0,0.0,4502,https://www.protestantsekerk.nl/thema/
1,0,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,1,0.0,0.0,377,https://www.aisbrokers.com.au/chartering/imo-cargoes/
1,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,8,9,1,1,4,0,0,0,0,0,0,1,0,0,0,6,10,991050325.0,1748432725.0,4502,https://www.atacomputers.net/?????????/
1,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,1,961817460.0,1782259200.0,2252,https://www.vidox.cz/reference/novostavby
1,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,3,4,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,1,0,842587200.0,1757649600.0,377,https://www.mbvt.com/personal-banking/checking-and-savings/
1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,826520400.0,1741752000.0,1127,https://www.pennoni.com/careers/
1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,0,1196738348.0,1764818348.0,0,https://www.total-petroleum.com/
1,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,1458818443.0,1742860799.0,377,https://www.hostingan.id/power-hosting/
1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,0,1013792112.0,1739638512.0,377,https://www.bobkesslerceu.com/AboutUs.aspx
1,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,10,0,819522000.0,1797742800.0,77,https://www.signatureassociates.com/careers/
1,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,0,1300471985.0,1742321585.0,2252,https://www.iciconstructioninc.com/
1,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1090089141.0,1752777141.0,377,https://www.bluewall.com/services
1,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,9,-1,0.0,0.0,0,https://www.ismeca-semiconductor.net/qiyedongtai/
1,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,8,3,917240400.0,1737781200.0,4502,https://www.profitableideas.com/communities/
1,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,2,0,2,1,0,999100800.0,1756553285.0,4502,https://www.rdcw.com/zh_cn/about_pay.html
1,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,2,2,6,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,1,812174400.0,2011320000.0,377,https://www.astho.org/Member-Services.aspx
1,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,808804800.0,2039486400.0,377,https://www.ttp.com/work
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,752,https://www.scansonic.de/kontakt/ansprechpartner/
1,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,1136851200.0,1736467200.0,4502,https://www.netatwork.it/comments/feed/
1,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,6,0,975964136.0,1756559752.0,1127,https://www.hanovercounty.gov/673/Hanover-Social-Media
1,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,1,818917200.0,1765602000.0,4502,https://www.polyscience.com/events
1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,4502,https://www.gbv.at/
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,1,1,0,2,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,889574400.0,0.0,4502,https://www.shinei-net.co.jp/business-design.html
1,0,0,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,6,1,2,2,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,4,0,936289245.0,1829995002.0,4502,https://www.speedcast.com/newsroom/press-releases/2020/speedcast-launches-next-generation-iot-platform/
1,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,1,825897600.0,0.0,4502,https://www.nakazawa.co.jp/product
1,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,4,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,865742400.0,2001729600.0,377,https://www.proconsystems.com/product-category/dust-monitoring/
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,1,965865600.0,1942272000.0,4502,https://www.grajaunetfibras.com.br/comments/feed/
1,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,5,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,1204739108.0,1741196708.0,2252,https://www.saugususd.org/Governing-Board
1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,-1,1413137045.0,1760292245.0,0,https://www.jiiva.com/
1,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,77,https://my.fibair.gr/ebill
1,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,0,967111868.0,1756030268.0,4502,https://www.accordcarton.com/the-accord-process/
1,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,0,1114696804.0,1808920804.0,377,https://www.juryandassociates.com/contact.html
1,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,8,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,1417101960.0,1764257160.0,4502,https://www.fv-kupplung.com/fr/
1,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,1,0,842918400.0,0.0,377,https://www.ysl.co.jp/company/
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1225486800.0,1761944400.0,752,https://www.reformagkh.ru/communal-infrastructure
1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,0,819435600.0,1923886800.0,0,https://www.fox.com/housebroken/
1,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,1,826156800.0,1993852800.0,752,https://www.ontheborder.com/contact
1,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,6,0,1039201480.0,1765047880.0,4502,https://www.forestenchantment.com/comments/feed/
1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,0,1279100858.0,1752486458.0,0,https://www.globalmortgageloans.com/how-much-can-i-afford-calculator
1,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1368990190.0,1747681390.0,4502,https://www.diondo.com/jobs
1,0,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,2,4,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,0,1301506320.0,1743355920.0,377,https://www.forwardslashtechnology.com/network-security-auditing.html
1,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,1,1516640441.0,1737504000.0,1127,https://www.r1group.it/
1,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1434844800.0,0.0,4502,https://www.ergon.nl/werkgevers/ergon-werkleerbedrijven
1,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,6,0,907542000.0,1759532400.0,752,https://www.roseaircraft.com/feed/
1,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0.0,0.0,377,https://www.guardian.co.tz/home
1,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,967222476.0,1820127599.0,752,https://www.olicon.com/giving-back/
1,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,2,1,2,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,4502,https://www.snogard.de/kategorie/4/Hardware-bei-SNOGARD.html
0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,1,1,7,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,1,1003968000.0,1824940799.0,4502,http://www.fucsalud.edu.co/formulario-PQRS
1,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,880675200.0,1882915200.0,377,https://www.nextron.com.hk/
1,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,7,0,843710400.0,1818244799.0,377,https://www.medisolution.com/en/company/media/press-room/
1,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,0,917586000.0,1769662800.0,2252,https://www.tech4learning.com/t4l/company
